write	6.434667449632611	134.0
inn	4.3080025786493366	120.0
remember	9.81229252897386	220.0
seperate	11.920728272705377	57.0
tea/coffee	10.32131951606173	60.0
ball	4.359177781698788	54.0
cups	5.3063378899532445	61.0
bali	7.677529663349307	57.0
inclusive	21.026000841782988	124.0
car	44.46588440954433	966.0
cab	33.01213457717198	444.0
pools	1007.7218319329744	850.0
facilities	15.764538957376086	611.0
wallpaper	14.925294748494915	113.0
skip	5.068329696373947	68.0
edge	7.305563868479213	55.0
coffee	48.41459366293161	1084.0
adjoining	10.549155211016988	74.0
walls	62.19509500892804	339.0
checked	651.1331834717112	1463.0
worked	37.294474550078014	425.0
functional	16.628807376766368	99.0
basic	200.40024043395192	500.0
problems	33.29881736412112	623.0
walks	8.58908126386283	67.0
entire	17.656368189272637	455.0
woman	16.161585138171436	165.0
impressive	8.896353582811102	147.0
reviews	66.6043418889041	1497.0
south	14.200611170944383	278.0
provided	18.434721417533297	436.0
menu	549.8040551254	378.0
dirt	7.058675804144977	81.0
broken	46.77109711936707	227.0
joke	4.8500449359087074	110.0
mistake	11.12510282546423	159.0
doors	80.21388708807346	401.0
winter	3.982130747011766	62.0
reservation	78.06935971438241	483.0
waitress	36.80918085307907	62.0
bags	102.84693190736743	504.0
pleased	10.537182279062645	332.0
young	8.241272205363408	242.0
surprise	5.579344027507017	230.0
tight	17.299712260076458	94.0
trips	5.94829323453549	161.0
punta	5.292089716093687	143.0
thermostat	24.72971018173192	55.0
conditioner	61.5149140301404	143.0
suites	8.09470377005587	117.0
attending	16.186853268384205	148.0
bedroom	201.37919121307152	754.0
booked	997.1990118791641	2515.0
based	9.668515685478125	225.0
checking	55.69707441284479	451.0
arrived	779.5734799982082	1742.0
layout	6.594913509821507	71.0
shabby	10.095317077382655	122.0
buses	29.715116899467684	221.0
standing	7.222333898332462	82.0
usual	4.748199211232148	132.0
wouldnt	5.416013122292473	77.0
condition	8.661552471096504	160.0
dine	4.19110791901181	51.0
garden	27.87709998618915	274.0
sunny	4.947465431097878	61.0
downstairs	23.090425961846364	208.0
accomodating	30.831786828972806	154.0
partial	34.41203894549029	79.0
language	55.339209951110995	108.0
disgusting	4.377216481706327	88.0
opens	6.247033086548983	78.0
daughter	38.69800240282397	353.0
sound	25.869827649787457	216.0
baby	6.560745436505624	104.0
night	1867.493473344649	5869.0
clubs	13.642359543004302	91.0
pricey	87.50723554691808	336.0
decided	24.994043719187815	518.0
prices	95.44541787176122	507.0
holiday	16.206034280292222	347.0
weird	8.577134997812841	54.0
arrival	75.65388655425477	620.0
pleasantly	7.40231486356313	194.0
priced	42.67686966917661	379.0
ice	6.542423905647781	331.0
buy	16.950693707135137	239.0
checkout	9.16825155189187	173.0
noticed	25.565485685971318	277.0
bus	118.73274262492437	864.0
ready	368.75524539940125	849.0
appreciated	4.291093731312858	165.0
extremely	599.2170820569786	945.0
boardwalk	21.50817476279815	89.0
advance	17.489748446836142	160.0
bug	8.3353273120991	70.0
apple	4.723068750493848	114.0
corporate	9.231711012795932	62.0
tropical	20.875991068619633	135.0
trains	18.182420551152227	145.0
impossible	20.729716070426225	129.0
turtles	45.36910830248448	91.0
proximity	53.611950123985345	196.0
impressed	6.611677610245737	267.0
trip	100.21172929473045	1911.0
transfer	4.041825552262032	64.0
starbucks	20.454339564656244	328.0
reach	17.911227251601	103.0
unable	19.10560325431684	99.0
street	213.00753562000415	1660.0
halls	15.226474647143942	68.0
path	7.571605555579251	78.0
dinners	17.672988651985666	52.0
mentioned	18.45028804704275	295.0
units	8.901858418692793	85.0
avenue	315.2236116218402	560.0
pass	8.076920420838706	151.0
snorkel	17.669889509492638	64.0
recommendations	16.094007841847567	102.0
july	67.11632546567162	312.0
travel	24.03808685724346	582.0
park	176.98681471591564	1318.0
pillow	4.6218498193335575	76.0
chairs	749.3225629803369	743.0
sheets	242.18393425177226	378.0
slight	5.7038402016867185	79.0
status	5.9805831900744355	51.0
snack	20.407820891130168	115.0
balconies	23.32419882241766	88.0
heating	13.90587802836433	85.0
smallish	10.471727164319843	54.0
self-parking	17.480486953530043	84.0
statue	16.762273599396746	56.0
negative	17.315608491230872	407.0
meat	12.660535053900686	54.0
arriving	14.400221060953553	180.0
presented	18.960362300574708	68.0
popular	11.409717745608951	71.0
properties	8.032368384787105	128.0
meal	81.73022802909293	349.0
congress	7.163895443156116	93.0
boy	4.079379405789429	64.0
pulled	18.531083287932432	107.0
box	35.94192189172424	141.0
slept	57.47732762033329	289.0
oxford	298.17242836005306	425.0
glad	9.753162245286711	225.0
favorite	18.991976729020898	223.0
horrible	17.320884197606745	289.0
wrong	12.712009949169659	311.0
p.m.	22.1281832447596	69.0
voucher	7.70596045820587	72.0
square	592.9925786886369	942.0
definately	106.96131965689517	341.0
treatment	5.9519156038061105	66.0
green	7.872473222214463	138.0
class	14.397633665227081	159.0
queue	25.90659796349201	121.0
attractions	361.8655114037646	574.0
king	508.1903763782593	1025.0
resort	1882.394234654256	3172.0
kind	16.52412525496138	465.0
uss	35.71863409568135	87.0
door	607.6838761914423	2315.0
furnished	14.17801247148876	71.0
usd	4.4074378867787685	53.0
wi-fi	7.367853816110423	142.0
positive	6.535965768876177	188.0
tray	13.5701394529126	78.0
brilliant	136.7286008363723	266.0
westin	9.25448023868362	79.0
barely	29.564163824498078	171.0
times	103.98188157374837	1908.0
share	20.387808086055927	156.0
biggest	6.25115096447973	168.0
buffets	45.20647816816754	60.0
spots	7.11332370268942	117.0
fixed	55.19222032892769	221.0
guard	5.730978557439394	61.0
welcoming	67.67858937531473	156.0
beware	5.6723155709721755	130.0
bring	9.503259818561407	435.0
rooftop	30.52391278689289	221.0
